hora,metaf,aero,hora_formated
1662400800000,"METAF SBKP 051800Z  14008KT CAVOK 25/11 Q1019=
",SBKP,"Monday, September 05, 2022 03:00:00"
1662404400000,"METAF SBKP 051900Z  15009KT CAVOK 26/11 Q1020=
",SBKP,"Monday, September 05, 2022 04:00:00"
1662408000000,"METAF SBKP 052000Z  15011KT CAVOK 24/12 Q1021=
",SBKP,"Monday, September 05, 2022 05:00:00"
1662411600000,"METAF SBKP 052100Z  14011KT CAVOK 22/12 Q1021=
",SBKP,"Monday, September 05, 2022 06:00:00"
1662415200000,"METAF SBKP 052200Z  12012KT CAVOK 21/12 Q1023=
",SBKP,"Monday, September 05, 2022 07:00:00"
1662418800000,"METAF SBKP 052300Z  12014KT 9999       FEW033   18/13 Q1023=
",SBKP,"Monday, September 05, 2022 08:00:00"
1662422400000,"METAF SBKP 060000Z  12014KT 9000       SCT033   17/13 Q1023=
",SBKP,"Monday, September 05, 2022 09:00:00"
1662426000000,"METAF SBKP 060100Z  12014KT 7000       SCT033   16/13 Q1024=
",SBKP,"Monday, September 05, 2022 10:00:00"
1662465600000,"METAF SBKP 061200Z  10012KT 9999       SCT033   19/13 Q1026=
",SBKP,"Tuesday, September 06, 2022 09:00:00"
1662469200000,"METAF SBKP 061300Z  10012KT 9999       SCT033   21/13 Q1020=
",SBKP,"Tuesday, September 06, 2022 10:00:00"
1662472800000,"METAF SBKP 061400Z 09011KT 9999       FEW033   23/13 Q1021=
",SBKP,"Tuesday, September 06, 2022 11:00:00"
1662476400000,"METAF SBKP 061500Z 09009KT CAVOK 25/13 Q1026=
",SBKP,"Tuesday, September 06, 2022 12:00:00"
1662480000000,"METAF SBKP 061600Z  10008KT CAVOK 26/12 Q1021=
",SBKP,"Tuesday, September 06, 2022 01:00:00"
1662483600000,"METAF SBKP 061700Z  10008KT CAVOK 27/11 Q1018=
",SBKP,"Tuesday, September 06, 2022 02:00:00"
1662487200000,"METAF SBKP 061800Z  24004KT CAVOK 28/12 Q1020=
",SBKP,"Tuesday, September 06, 2022 03:00:00"
1662490800000,"METAF SBKP 061900Z  20006KT CAVOK 27/12 Q1014=
",SBKP,"Tuesday, September 06, 2022 04:00:00"
1662494400000,"METAF SBKP 062000Z  12016KT CAVOK 24/14 Q1016=
",SBKP,"Tuesday, September 06, 2022 05:00:00"
1662498000000,"METAF SBKP 062100Z  12017KT CAVOK 22/15 Q1021=
",SBKP,"Tuesday, September 06, 2022 06:00:00"
1662501600000,"METAF SBKP 062200Z  12016KT CAVOK 20/15 Q1018=
",SBKP,"Tuesday, September 06, 2022 07:00:00"
1662505200000,"METAF SBKP 062300Z  11017KT 9000       SCT033   19/15 Q1018=
",SBKP,"Tuesday, September 06, 2022 08:00:00"
1662508800000,"METAF SBKP 070000Z  12017KT 4000     BR BKN033   17/14 Q1019=
",SBKP,"Tuesday, September 06, 2022 09:00:00"
1662512400000,"METAF SBKP 070100Z  11017KT 4000     BR BKN033   16/14 Q1017=
",SBKP,"Tuesday, September 06, 2022 10:00:00"
1662516000000,"METAF SBKP 070200Z  10015KT 4000     BR BKN033   16/14 Q1018=
",SBKP,"Tuesday, September 06, 2022 11:00:00"
1662519600000,"METAF SBKP 070300Z  10013KT 4000     BR SCT033   16/13 Q1022=
",SBKP,"Wednesday, September 07, 2022 12:00:00"
1662523200000,"METAF SBKP 070400Z  10011KT 5000     BR FEW033   16/13 Q1020=
",SBKP,"Wednesday, September 07, 2022 01:00:00"
1662526800000,"METAF SBKP 070500Z  10008KT 6000       FEW033   15/12 Q1018=
",SBKP,"Wednesday, September 07, 2022 02:00:00"
1662530400000,"METAF SBKP 070600Z  11009KT 4000     BR SCT033   15/12 Q1017=
",SBKP,"Wednesday, September 07, 2022 03:00:00"
1662534000000,"METAF SBKP 070700Z  11008KT 3000     BR SCT033   14/12 Q1018=
",SBKP,"Wednesday, September 07, 2022 04:00:00"
1662537600000,"METAF SBKP 070800Z  11009KT 3000     BR BKN033   14/12 Q1019=
",SBKP,"Wednesday, September 07, 2022 05:00:00"
1662541200000,"METAF SBKP 070900Z  11009KT 2000     BR BKN033   14/12 Q1022=
",SBKP,"Wednesday, September 07, 2022 06:00:00"
1662544800000,"METAF SBKP 071000Z  11009KT 5000     BR SCT033   15/12 Q1021=
",SBKP,"Wednesday, September 07, 2022 07:00:00"
1662548400000,"METAF SBKP 071100Z  11009KT CAVOK 17/11 Q1022=
",SBKP,"Wednesday, September 07, 2022 08:00:00"
1662552000000,"METAF SBKP 071200Z 08005KT CAVOK 20/10 Q1018=
",SBKP,"Wednesday, September 07, 2022 09:00:00"
1662555600000,"METAF SBKP 071300Z 03004KT CAVOK 23/10 Q1019=
",SBKP,"Wednesday, September 07, 2022 10:00:00"
1662559200000,"METAF SBKP 071400Z  36006KT CAVOK 25/10 Q1019=
",SBKP,"Wednesday, September 07, 2022 11:00:00"
1662562800000,"METAF SBKP 071500Z  35007KT CAVOK 27/10 Q1019=
",SBKP,"Wednesday, September 07, 2022 12:00:00"
1662566400000,"METAF SBKP 071600Z  35006KT CAVOK 28/09 Q1017=
",SBKP,"Wednesday, September 07, 2022 01:00:00"
1662570000000,"METAF SBKP 071700Z  34006KT CAVOK 29/09 Q1015=
",SBKP,"Wednesday, September 07, 2022 02:00:00"
1662573600000,"METAF SBKP 071800Z  30004KT CAVOK 29/09 Q1013=
",SBKP,"Wednesday, September 07, 2022 03:00:00"
1662577200000,"METAF SBKP 071900Z  27005KT CAVOK 29/09 Q1014=
",SBKP,"Wednesday, September 07, 2022 04:00:00"
1662580800000,"METAF SBKP 072000Z  26005KT CAVOK 29/09 Q1014=
",SBKP,"Wednesday, September 07, 2022 05:00:00"
1662584400000,"METAF SBKP 072100Z  26004KT CAVOK 26/09 Q1016=
",SBKP,"Wednesday, September 07, 2022 06:00:00"
1662588000000,"METAF SBKP 072200Z  26002KT CAVOK 25/09 Q1014=
",SBKP,"Wednesday, September 07, 2022 07:00:00"
1662591600000,"METAF SBKP 072300Z 09002KT CAVOK 24/09 Q1014=
",SBKP,"Wednesday, September 07, 2022 08:00:00"
1662595200000,"METAF SBKP 080000Z  10013KT CAVOK 19/15 Q1014=
",SBKP,"Wednesday, September 07, 2022 09:00:00"
1662598800000,"METAF SBKP 080100Z  10010KT CAVOK 19/14 Q1016=
",SBKP,"Wednesday, September 07, 2022 10:00:00"
1662602400000,"METAF SBKP 080200Z 09008KT CAVOK 18/14 Q1016=
",SBKP,"Wednesday, September 07, 2022 11:00:00"
1662606000000,"METAF SBKP 080300Z 07007KT CAVOK 18/12 Q1018=
",SBKP,"Thursday, September 08, 2022 12:00:00"
1662609600000,"METAF SBKP 080400Z 04008KT CAVOK 18/09 Q1015=
",SBKP,"Thursday, September 08, 2022 01:00:00"
1662613200000,"METAF SBKP 080500Z 03008KT CAVOK 18/06 Q1014=
",SBKP,"Thursday, September 08, 2022 02:00:00"
1662616800000,"METAF SBKP 080600Z 06005KT CAVOK 16/08 Q1013=
",SBKP,"Thursday, September 08, 2022 03:00:00"
1662620400000,"METAF SBKP 080700Z 06003KT CAVOK 16/08 Q1013=
",SBKP,"Thursday, September 08, 2022 04:00:00"
1662624000000,"METAF SBKP 080800Z 08004KT CAVOK 15/08 Q1015=
",SBKP,"Thursday, September 08, 2022 05:00:00"
1662627600000,"METAF SBKP 080900Z 06005KT CAVOK 15/07 Q1017=
",SBKP,"Thursday, September 08, 2022 06:00:00"
1662631200000,"METAF SBKP 081000Z 04007KT CAVOK 18/07 Q1015=
",SBKP,"Thursday, September 08, 2022 07:00:00"
1662634800000,"METAF SBKP 081100Z 01010KT CAVOK 22/06 Q1015=
",SBKP,"Thursday, September 08, 2022 08:00:00"
1662638400000,"METAF SBKP 081200Z 01009KT CAVOK 26/06 Q1017=
",SBKP,"Thursday, September 08, 2022 09:00:00"
1662642000000,"METAF SBKP 081300Z  35008KT CAVOK 27/06 Q1016=
",SBKP,"Thursday, September 08, 2022 10:00:00"
1662645600000,"METAF SBKP 081400Z  34008KT CAVOK 29/06 Q1015=
",SBKP,"Thursday, September 08, 2022 11:00:00"
1662649200000,"METAF SBKP 081500Z  30009KT CAVOK 30/07 Q1018=
",SBKP,"Thursday, September 08, 2022 12:00:00"
1662652800000,"METAF SBKP 081600Z  30008KT CAVOK 31/07 Q1014=
",SBKP,"Thursday, September 08, 2022 01:00:00"
1662656400000,"METAF SBKP 081700Z  29009KT CAVOK 31/07 Q1012=
",SBKP,"Thursday, September 08, 2022 02:00:00"
1662660000000,"METAF SBKP 081800Z  29009KT CAVOK 32/07 Q1012=
",SBKP,"Thursday, September 08, 2022 03:00:00"
1662663600000,"METAF SBKP 081900Z  29007KT CAVOK 32/07 Q1011=
",SBKP,"Thursday, September 08, 2022 04:00:00"
1662667200000,"METAF SBKP 082000Z  28005KT CAVOK 31/07 Q1010=
",SBKP,"Thursday, September 08, 2022 05:00:00"
1662670800000,"METAF SBKP 082100Z  36006KT CAVOK 29/07 Q1014=
",SBKP,"Thursday, September 08, 2022 06:00:00"
1662674400000,"METAF SBKP 082200Z  36003KT CAVOK 27/07 Q1012=
",SBKP,"Thursday, September 08, 2022 07:00:00"
1662678000000,"METAF SBKP 082300Z  36002KT CAVOK 26/07 Q1012=
",SBKP,"Thursday, September 08, 2022 08:00:00"
1662681600000,"METAF SBKP 090000Z  10009KT CAVOK 24/06 Q1016=
",SBKP,"Thursday, September 08, 2022 09:00:00"
1662685200000,"METAF SBKP 090100Z 09012KT CAVOK 23/09 Q1015=
",SBKP,"Thursday, September 08, 2022 10:00:00"
1662688800000,"METAF SBKP 090200Z 08010KT CAVOK 23/08 Q1014=
",SBKP,"Thursday, September 08, 2022 11:00:00"
1662692400000,"METAF SBKP 090300Z 07012KT CAVOK 24/07 Q1017=
",SBKP,"Friday, September 09, 2022 12:00:00"
1662696000000,"METAF SBKP 090400Z 06012KT CAVOK 23/07 Q1014=
",SBKP,"Friday, September 09, 2022 01:00:00"
1662699600000,"METAF SBKP 090500Z 06011KT CAVOK 22/08 Q1012=
",SBKP,"Friday, September 09, 2022 02:00:00"
1662703200000,"METAF SBKP 090600Z 05004KT CAVOK 19/11 Q1014=
",SBKP,"Friday, September 09, 2022 03:00:00"
1662706800000,"METAF SBKP 090700Z 02005KT CAVOK 17/11 Q1013=
",SBKP,"Friday, September 09, 2022 04:00:00"
1662710400000,"METAF SBKP 090800Z 05006KT CAVOK 17/11 Q1013=
",SBKP,"Friday, September 09, 2022 05:00:00"
1662714000000,"METAF SBKP 090900Z 07006KT CAVOK 17/10 Q1017=
",SBKP,"Friday, September 09, 2022 06:00:00"
1662717600000,"METAF SBKP 091000Z 05006KT CAVOK 20/10 Q1015=
",SBKP,"Friday, September 09, 2022 07:00:00"
1662721200000,"METAF SBKP 091100Z 02008KT CAVOK 24/10 Q1015=
",SBKP,"Friday, September 09, 2022 08:00:00"
1662724800000,"METAF SBKP 091200Z 01013KT CAVOK 27/10 Q1016=
",SBKP,"Friday, September 09, 2022 09:00:00"
1662728400000,"METAF SBKP 091300Z  35011KT CAVOK 29/10 Q1016=
",SBKP,"Friday, September 09, 2022 10:00:00"
1662732000000,"METAF SBKP 091400Z  33011KT CAVOK 30/09 Q1015=
",SBKP,"Friday, September 09, 2022 11:00:00"
1662735600000,"METAF SBKP 091500Z  32010KT CAVOK 32/08 Q1017=
",SBKP,"Friday, September 09, 2022 12:00:00"
1662739200000,"METAF SBKP 091600Z  31011KT CAVOK 32/08 Q1015=
",SBKP,"Friday, September 09, 2022 01:00:00"
1662742800000,"METAF SBKP 091700Z  29011KT CAVOK 33/08 Q1012=
",SBKP,"Friday, September 09, 2022 02:00:00"
1662746400000,"METAF SBKP 091800Z  32010KT CAVOK 33/07 Q1011=
",SBKP,"Friday, September 09, 2022 03:00:00"
1662750000000,"METAF SBKP 091900Z  28009KT CAVOK 33/07 Q1011=
",SBKP,"Friday, September 09, 2022 04:00:00"
1662753600000,"METAF SBKP 092000Z  31008KT CAVOK 33/07 Q1010=
",SBKP,"Friday, September 09, 2022 05:00:00"
1662757200000,"METAF SBKP 092100Z  31005KT CAVOK 30/08 Q1013=
",SBKP,"Friday, September 09, 2022 06:00:00"
1662760800000,"METAF SBKP 092200Z  32005KT CAVOK 28/07 Q1012=
",SBKP,"Friday, September 09, 2022 07:00:00"
1662764400000,"METAF SBKP 092300Z  31005KT CAVOK 27/07 Q1012=
",SBKP,"Friday, September 09, 2022 08:00:00"
1662768000000,"METAF SBKP 100000Z  34005KT CAVOK 24/06 Q1014=
",SBKP,"Friday, September 09, 2022 09:00:00"
1662771600000,"METAF SBKP 100100Z 06007KT CAVOK 24/07 Q1014=
",SBKP,"Friday, September 09, 2022 10:00:00"
1662775200000,"METAF SBKP 100200Z 06005KT CAVOK 22/06 Q1013=
",SBKP,"Friday, September 09, 2022 11:00:00"
1662778800000,"METAF SBKP 100300Z 03003KT CAVOK 22/06 Q1016=
",SBKP,"Saturday, September 10, 2022 12:00:00"
1662782400000,"METAF SBKP 100400Z 03005KT CAVOK 21/05 Q1015=
",SBKP,"Saturday, September 10, 2022 01:00:00"
1662786000000,"METAF SBKP 100500Z 03007KT CAVOK 21/05 Q1012=
",SBKP,"Saturday, September 10, 2022 02:00:00"
1662789600000,"METAF SBKP 100600Z 02010KT CAVOK 22/10 Q1014=
",SBKP,"Saturday, September 10, 2022 03:00:00"
1662793200000,"METAF SBKP 100700Z 02008KT CAVOK 20/09 Q1011=
",SBKP,"Saturday, September 10, 2022 04:00:00"
1662796800000,"METAF SBKP 100800Z 02007KT CAVOK 20/09 Q1011=
",SBKP,"Saturday, September 10, 2022 05:00:00"
1662800400000,"METAF SBKP 100900Z 03006KT CAVOK 19/09 Q1014=
",SBKP,"Saturday, September 10, 2022 06:00:00"
1662804000000,"METAF SBKP 101000Z 02007KT CAVOK 22/09 Q1015=
",SBKP,"Saturday, September 10, 2022 07:00:00"
1662807600000,"METAF SBKP 101100Z  35010KT CAVOK 24/09 Q1014=
",SBKP,"Saturday, September 10, 2022 08:00:00"
1662811200000,"METAF SBKP 101200Z  34012KT CAVOK 27/09 Q1018=
",SBKP,"Saturday, September 10, 2022 09:00:00"
1662814800000,"METAF SBKP 101300Z  34012KT CAVOK 28/10 Q1015=
",SBKP,"Saturday, September 10, 2022 10:00:00"
1662818400000,"METAF SBKP 101400Z  33013KT CAVOK 30/09 Q1013=
",SBKP,"Saturday, September 10, 2022 11:00:00"
1662822000000,"METAF SBKP 101500Z  32012KT CAVOK 32/08 Q1015=
",SBKP,"Saturday, September 10, 2022 12:00:00"
1662825600000,"METAF SBKP 101600Z  30013KT CAVOK 33/07 Q1013=
",SBKP,"Saturday, September 10, 2022 01:00:00"
1662829200000,"METAF SBKP 101700Z  29015KT CAVOK 33/08 Q1010=
",SBKP,"Saturday, September 10, 2022 02:00:00"
1662832800000,"METAF SBKP 101800Z  29015KT CAVOK 34/05 Q1012=
",SBKP,"Saturday, September 10, 2022 03:00:00"
1662836400000,"METAF SBKP 101900Z  29013KT CAVOK 34/05 Q1008=
",SBKP,"Saturday, September 10, 2022 04:00:00"
1662840000000,"METAF SBKP 102000Z  29012KT CAVOK 33/06 Q1008=
",SBKP,"Saturday, September 10, 2022 05:00:00"
1662843600000,"METAF SBKP 102100Z  26007KT CAVOK 31/06 Q1012=
",SBKP,"Saturday, September 10, 2022 06:00:00"
1662847200000,"METAF SBKP 102200Z  13013KT CAVOK 24/15 Q1012=
",SBKP,"Saturday, September 10, 2022 07:00:00"
1662850800000,"METAF SBKP 102300Z  13012KT CAVOK 22/15 Q1013=
",SBKP,"Saturday, September 10, 2022 08:00:00"
1662854400000,"METAF SBKP 110000Z  12018KT 7000       SCT033   18/15 Q1017=
",SBKP,"Saturday, September 10, 2022 09:00:00"
1662858000000,"METAF SBKP 110100Z  12017KT 4000     BR BKN033   17/15 Q1014=
",SBKP,"Saturday, September 10, 2022 10:00:00"
1662861600000,"METAF SBKP 110200Z  12017KT 3000     BR OVC033   16/15 Q1014=
",SBKP,"Saturday, September 10, 2022 11:00:00"
1662865200000,"METAF SBKP 110300Z  13015KT 2000     BR OVC033   16/15 Q1018=
",SBKP,"Sunday, September 11, 2022 12:00:00"
1662868800000,"METAF SBKP 110400Z  12016KT 1000     BR OVC033   16/15 Q1016=
",SBKP,"Sunday, September 11, 2022 01:00:00"
1662872400000,"METAF SBKP 110500Z  11014KT 1000     BR OVC033   15/14 Q1013=
",SBKP,"Sunday, September 11, 2022 02:00:00"
1662876000000,"METAF SBKP 110600Z  13013KT 1000     BR OVC033   16/15 Q1017=
",SBKP,"Sunday, September 11, 2022 03:00:00"
1662879600000,"METAF SBKP 110700Z  13013KT 0750 FG     OVC033   15/14 Q1014=
",SBKP,"Sunday, September 11, 2022 04:00:00"
1662883200000,"METAF SBKP 110800Z  12015KT 1000     BR OVC033   14/13 Q1014=
",SBKP,"Sunday, September 11, 2022 05:00:00"
1662886800000,"METAF SBKP 110900Z  11015KT 1000     BR OVC033   14/13 Q1018=
",SBKP,"Sunday, September 11, 2022 06:00:00"
1662890400000,"METAF SBKP 111000Z  11015KT 3000     BR OVC033   14/13 Q1015=
",SBKP,"Sunday, September 11, 2022 07:00:00"
1662894000000,"METAF SBKP 111100Z  10012KT 9000       SCT033   17/13 Q1015=
",SBKP,"Sunday, September 11, 2022 08:00:00"
1662897600000,"METAF SBKP 111200Z  12013KT 9999       FEW033   20/13 Q1020=
",SBKP,"Sunday, September 11, 2022 09:00:00"
1662901200000,"METAF SBKP 111300Z  12012KT 9999       FEW033   21/12 Q1017=
",SBKP,"Sunday, September 11, 2022 10:00:00"
1662904800000,"METAF SBKP 111400Z  10009KT CAVOK 24/13 Q1016=
",SBKP,"Sunday, September 11, 2022 11:00:00"
1662908400000,"METAF SBKP 111500Z  15003KT CAVOK 26/13 Q1019=
",SBKP,"Sunday, September 11, 2022 12:00:00"
1662912000000,"METAF SBKP 111600Z  18002KT CAVOK 27/13 Q1015=
",SBKP,"Sunday, September 11, 2022 01:00:00"
1662915600000,"METAF SBKP 111700Z  22003KT CAVOK 28/13 Q1013=
",SBKP,"Sunday, September 11, 2022 02:00:00"
1662919200000,"METAF SBKP 111800Z  20007KT CAVOK 29/13 Q1015=
",SBKP,"Sunday, September 11, 2022 03:00:00"
1662922800000,"METAF SBKP 111900Z  19007KT CAVOK 28/14 Q1011=
",SBKP,"Sunday, September 11, 2022 04:00:00"
1662926400000,"METAF SBKP 112000Z  17006KT CAVOK 28/14 Q1011=
",SBKP,"Sunday, September 11, 2022 05:00:00"
1662930000000,"METAF SBKP 112100Z  14006KT CAVOK 27/14 Q1015=
",SBKP,"Sunday, September 11, 2022 06:00:00"
1662933600000,"METAF SBKP 112200Z  12011KT CAVOK 24/14 Q1013=
",SBKP,"Sunday, September 11, 2022 07:00:00"
1662937200000,"METAF SBKP 112300Z  11013KT CAVOK 21/13 Q1013=
",SBKP,"Sunday, September 11, 2022 08:00:00"
1662940800000,"METAF SBKP 120000Z  12016KT 8000       SCT033   16/12 Q1018=
",SBKP,"Sunday, September 11, 2022 09:00:00"
1662944400000,"METAF SBKP 120100Z  12017KT 7000       SCT033   15/12 Q1015=
",SBKP,"Sunday, September 11, 2022 10:00:00"
1662948000000,"METAF SBKP 120200Z  11017KT 5000     BR BKN033   14/12 Q1014=
",SBKP,"Sunday, September 11, 2022 11:00:00"
1662951600000,"METAF SBKP 120300Z  11015KT 4000     BR BKN033   14/12 Q1017=
",SBKP,"Monday, September 12, 2022 12:00:00"
1662955200000,"METAF SBKP 120400Z  11014KT 3000     BR BKN033   14/12 Q1015=
",SBKP,"Monday, September 12, 2022 01:00:00"
1662958800000,"METAF SBKP 120500Z  12013KT 3000     BR BKN033   14/12 Q1013=
",SBKP,"Monday, September 12, 2022 02:00:00"
1662962400000,"METAF SBKP 120600Z  12010KT 3000     BR BKN033   14/12 Q1017=
",SBKP,"Monday, September 12, 2022 03:00:00"
1662966000000,"METAF SBKP 120700Z  12010KT 3000     BR BKN033   14/12 Q1013=
",SBKP,"Monday, September 12, 2022 04:00:00"
1662969600000,"METAF SBKP 120800Z  11011KT 3000     BR BKN033   14/12 Q1013=
",SBKP,"Monday, September 12, 2022 05:00:00"
1662973200000,"METAF SBKP 120900Z  12013KT 3000     BR BKN033   14/12 Q1018=
",SBKP,"Monday, September 12, 2022 06:00:00"
1662976800000,"METAF SBKP 121000Z  11015KT 4000     BR BKN033   15/12 Q1016=
",SBKP,"Monday, September 12, 2022 07:00:00"
1662980400000,"METAF SBKP 121100Z  10014KT 9999       SCT033   18/13 Q1015=
",SBKP,"Monday, September 12, 2022 08:00:00"
1662984000000,"METAF SBKP 121200Z 08010KT CAVOK 22/14 Q1017=
",SBKP,"Monday, September 12, 2022 09:00:00"
1662987600000,"METAF SBKP 121300Z 07007KT CAVOK 25/14 Q1014=
",SBKP,"Monday, September 12, 2022 10:00:00"
1662991200000,"METAF SBKP 121400Z  36003KT CAVOK 28/13 Q1014=
",SBKP,"Monday, September 12, 2022 11:00:00"
1662994800000,"METAF SBKP 121500Z  27007KT CAVOK 29/13 Q1015=
",SBKP,"Monday, September 12, 2022 12:00:00"
1662998400000,"METAF SBKP 121600Z  26005KT CAVOK 30/12 Q1013=
",SBKP,"Monday, September 12, 2022 01:00:00"
1663002000000,"METAF SBKP 121700Z  24007KT CAVOK 30/12 Q1011=
",SBKP,"Monday, September 12, 2022 02:00:00"
1663005600000,"METAF SBKP 121800Z  22006KT CAVOK 30/14 Q1012=
",SBKP,"Monday, September 12, 2022 03:00:00"
1663009200000,"METAF SBKP 121900Z  20009KT CAVOK 29/14 Q1008=
",SBKP,"Monday, September 12, 2022 04:00:00"
1663012800000,"METAF SBKP 122000Z  15011KT CAVOK 28/15 Q1008=
",SBKP,"Monday, September 12, 2022 05:00:00"
1663016400000,"METAF SBKP 122100Z  13014KT CAVOK 25/15 Q1012=
",SBKP,"Monday, September 12, 2022 06:00:00"
1663020000000,"METAF SBKP 122200Z  11017KT 9999       FEW033   21/16 Q1012=
",SBKP,"Monday, September 12, 2022 07:00:00"
1663023600000,"METAF SBKP 122300Z  12018KT 9999       SCT033   20/15 Q1011=
",SBKP,"Monday, September 12, 2022 08:00:00"
1663027200000,"METAF SBKP 130000Z  11015KT 7000       SCT033   18/14 Q1014=
",SBKP,"Monday, September 12, 2022 09:00:00"
1663030800000,"METAF SBKP 130100Z  11016KT 5000     BR SCT033   17/14 Q1011=
",SBKP,"Monday, September 12, 2022 10:00:00"
1663034400000,"METAF SBKP 130200Z  10013KT 5000     BR SCT033   17/14 Q1010=
",SBKP,"Monday, September 12, 2022 11:00:00"
1663038000000,"METAF SBKP 130300Z  10012KT 6000       FEW033   17/14 Q1014=
",SBKP,"Tuesday, September 13, 2022 12:00:00"
1663041600000,"METAF SBKP 130400Z  11007KT 5000     BR FEW033   17/14 Q1013=
",SBKP,"Tuesday, September 13, 2022 01:00:00"
1663045200000,"METAF SBKP 130500Z  10007KT 5000     BR FEW033   17/14 Q1010=
",SBKP,"Tuesday, September 13, 2022 02:00:00"
1663048800000,"METAF SBKP 130600Z 09007KT 4000     BR SCT033   16/14 Q1012=
",SBKP,"Tuesday, September 13, 2022 03:00:00"
1663052400000,"METAF SBKP 130700Z  12007KT 4000     BR SCT033   16/14 Q1009=
",SBKP,"Tuesday, September 13, 2022 04:00:00"
1663056000000,"METAF SBKP 130800Z  12005KT 4000     BR FEW033   16/13 Q1009=
",SBKP,"Tuesday, September 13, 2022 05:00:00"
1663059600000,"METAF SBKP 130900Z  15004KT CAVOK 16/13 Q1013=
",SBKP,"Tuesday, September 13, 2022 06:00:00"
1663063200000,"METAF SBKP 131000Z  19006KT 9999       SCT033   19/14 Q1014=
",SBKP,"Tuesday, September 13, 2022 07:00:00"
1663066800000,"METAF SBKP 131100Z  18002KT 9999       SCT033   21/14 Q1013=
",SBKP,"Tuesday, September 13, 2022 08:00:00"
1663070400000,"METAF SBKP 131200Z 09009KT CAVOK 22/15 Q1016=
",SBKP,"Tuesday, September 13, 2022 09:00:00"
1663074000000,"METAF SBKP 131300Z 07009KT CAVOK 25/14 Q1013=
",SBKP,"Tuesday, September 13, 2022 10:00:00"
1663077600000,"METAF SBKP 131400Z 01004KT CAVOK 27/13 Q1012=
",SBKP,"Tuesday, September 13, 2022 11:00:00"
1663081200000,"METAF SBKP 131500Z  31005KT CAVOK 29/12 Q1014=
",SBKP,"Tuesday, September 13, 2022 12:00:00"
1663084800000,"METAF SBKP 131600Z  33006KT CAVOK 30/11 Q1012=
",SBKP,"Tuesday, September 13, 2022 01:00:00"
1663088400000,"METAF SBKP 131700Z  30011KT CAVOK 31/11 Q1009=
",SBKP,"Tuesday, September 13, 2022 02:00:00"
1663092000000,"METAF SBKP 131800Z  31011KT CAVOK 32/11 Q1009=
",SBKP,"Tuesday, September 13, 2022 03:00:00"
1663095600000,"METAF SBKP 131900Z  29011KT CAVOK 32/11 Q1007=
",SBKP,"Tuesday, September 13, 2022 04:00:00"
1663099200000,"METAF SBKP 132000Z  30010KT CAVOK 31/11 Q1005=
",SBKP,"Tuesday, September 13, 2022 05:00:00"
1663102800000,"METAF SBKP 132100Z  19008KT CAVOK 28/13 Q1010=
",SBKP,"Tuesday, September 13, 2022 06:00:00"
1663106400000,"METAF SBKP 132200Z  16008KT CAVOK 25/14 Q1009=
",SBKP,"Tuesday, September 13, 2022 07:00:00"
1663110000000,"METAF SBKP 132300Z  19013KT CAVOK 23/16 Q1011=
",SBKP,"Tuesday, September 13, 2022 08:00:00"
1663113600000,"METAF SBKP 140000Z  13008KT CAVOK 23/12 Q1013=
",SBKP,"Tuesday, September 13, 2022 09:00:00"
1663117200000,"METAF SBKP 140100Z  11011KT CAVOK 22/14 Q1012=
",SBKP,"Tuesday, September 13, 2022 10:00:00"
1663120800000,"METAF SBKP 140200Z  10012KT CAVOK 21/15 Q1008=
",SBKP,"Tuesday, September 13, 2022 11:00:00"
1663124400000,"METAF SBKP 140300Z  13010KT CAVOK 20/15 Q1015=
",SBKP,"Wednesday, September 14, 2022 12:00:00"
1663128000000,"METAF SBKP 140400Z  13010KT CAVOK 19/15 Q1014=
",SBKP,"Wednesday, September 14, 2022 01:00:00"
1663131600000,"METAF SBKP 140500Z  11011KT 7000       FEW033   19/15 Q1011=
",SBKP,"Wednesday, September 14, 2022 02:00:00"
1663135200000,"METAF SBKP 140600Z  10014KT 8000       FEW033   19/15 Q1012=
",SBKP,"Wednesday, September 14, 2022 03:00:00"
1663138800000,"METAF SBKP 140700Z  12012KT 5000     BR SCT033   18/15 Q1010=
",SBKP,"Wednesday, September 14, 2022 04:00:00"
1663142400000,"METAF SBKP 140800Z  16008KT 3000     BR BKN033   17/15 Q1009=
",SBKP,"Wednesday, September 14, 2022 05:00:00"
1663146000000,"METAF SBKP 140900Z  24009KT 2000    RABR BKN033   17/15 Q1018=
",SBKP,"Wednesday, September 14, 2022 06:00:00"
1663149600000,"METAF SBKP 141000Z  15012KT 3000  - RABR BKN033   17/15 Q1017=
",SBKP,"Wednesday, September 14, 2022 07:00:00"
1663153200000,"METAF SBKP 141100Z  12013KT 8000    RA  SCT033   20/16 Q1015=
",SBKP,"Wednesday, September 14, 2022 08:00:00"
1663156800000,"METAF SBKP 141200Z  14013KT 9999       SCT024   22/15 Q1018=
",SBKP,"Wednesday, September 14, 2022 09:00:00"
1663160400000,"METAF SBKP 141300Z  17012KT 9999  - RA  BKN021   22/16 Q1017=
",SBKP,"Wednesday, September 14, 2022 10:00:00"
1663164000000,"METAF SBKP 141400Z  16011KT 9999  - RA  BKN023   23/16 Q1015=
",SBKP,"Wednesday, September 14, 2022 11:00:00"
