hora,nova_cabeceira,antiga_cabeceira,aero,hora_formated
1667933834000,15,19,KP,"Tuesday, November 08, 2022 03:57:14"
1667934163000,21,14,FL,"Tuesday, November 08, 2022 04:02:43"
1667914969000,15,10,KP,"Tuesday, November 08, 2022 10:42:49"
1667925795000,11,33,CT,"Tuesday, November 08, 2022 01:43:15"
1667915139000,17,10,SV,"Tuesday, November 08, 2022 10:45:39"
1667915277000,10,17,SV,"Tuesday, November 08, 2022 10:47:57"
1667915722000,21,14,FL,"Tuesday, November 08, 2022 10:55:22"
1667934651000,20L,08,RJ,"Tuesday, November 08, 2022 04:10:51"
1667935809000,15,26,GL,"Tuesday, November 08, 2022 04:30:09"
1667936156000,14,21,FL,"Tuesday, November 08, 2022 04:35:56"
1667936698000,15,08,CT,"Tuesday, November 08, 2022 04:44:58"
1667938355000,29R,11L,BR,"Tuesday, November 08, 2022 05:12:35"
1667939499000,17,10,SV,"Tuesday, November 08, 2022 05:31:39"
1667915764000,17,10,SV,"Tuesday, November 08, 2022 10:56:04"
1667915817000,14,21,FL,"Tuesday, November 08, 2022 10:56:57"
1667916827000,15,08,CT,"Tuesday, November 08, 2022 11:13:47"
1667917196000,20L,02R,RJ,"Tuesday, November 08, 2022 11:19:56"
1667917252000,21,14,FL,"Tuesday, November 08, 2022 11:20:52"
1667917611000,11R,29R,BR,"Tuesday, November 08, 2022 11:26:51"
1667917840000,14,21,FL,"Tuesday, November 08, 2022 11:30:40"
1667918674000,10,17,SV,"Tuesday, November 08, 2022 11:44:34"
1667961308000,17,10,SV,"Tuesday, November 08, 2022 11:35:08"
1667939985000,10,17,SV,"Tuesday, November 08, 2022 05:39:45"
1667941333000,15,16,KP,"Tuesday, November 08, 2022 06:02:13"
1667941772000,17,10,SV,"Tuesday, November 08, 2022 06:09:32"
1667942234000,10,17,SV,"Tuesday, November 08, 2022 06:17:14"
1667962655000,10,17,SV,"Tuesday, November 08, 2022 11:57:35"
1667942514000,16,34,CF,"Tuesday, November 08, 2022 06:21:54"
1667964897000,32,14,FL,"Wednesday, November 09, 2022 12:34:57"
1667966145000,16,10L,CF,"Wednesday, November 09, 2022 12:55:45"
1667925875000,15,11,CT,"Tuesday, November 08, 2022 01:44:35"
1667966255000,10L,16,GR,"Wednesday, November 09, 2022 12:57:35"
1667943500000,11L,29R,BR,"Tuesday, November 08, 2022 06:38:20"
1667927146000,15,08,CT,"Tuesday, November 08, 2022 02:05:46"
1667944716000,21,14,FL,"Tuesday, November 08, 2022 06:58:36"
1667949332000,14,21,FL,"Tuesday, November 08, 2022 08:15:32"
1667980467000,28,10,SV,"Wednesday, November 09, 2022 04:54:27"
1667985456000,02R,20L,RJ,"Wednesday, November 09, 2022 06:17:36"
1667987203000,29,11,PA,"Wednesday, November 09, 2022 06:46:43"
1667987827000,11R,16,BR,"Wednesday, November 09, 2022 06:57:07"
1667987899000,16,11R,CF,"Wednesday, November 09, 2022 06:58:19"
1667989108000,11R,16,BR,"Wednesday, November 09, 2022 07:18:28"
1667989252000,16,11R,CF,"Wednesday, November 09, 2022 07:20:52"
1667989332000,11,29,PA,"Wednesday, November 09, 2022 07:22:12"
1667989686000,17R,14,SP,"Wednesday, November 09, 2022 07:28:06"
1667956418000,18,16R,RF,"Tuesday, November 08, 2022 10:13:38"
1667990228000,15,08,GL,"Wednesday, November 09, 2022 07:37:08"
1667927279000,15,21,GL,"Tuesday, November 08, 2022 02:07:59"
1667927373000,17,10,SV,"Tuesday, November 08, 2022 02:09:33"
1667927457000,10,17,SV,"Tuesday, November 08, 2022 02:10:57"
1667990987000,02R,05,RJ,"Wednesday, November 09, 2022 07:49:47"
1667991575000,02R,21,RJ,"Wednesday, November 09, 2022 07:59:35"
1667928814000,14,21,FL,"Tuesday, November 08, 2022 02:33:34"
1667992501000,17,28,SV,"Wednesday, November 09, 2022 08:15:01"
1667993140000,28,17,SV,"Wednesday, November 09, 2022 08:25:40"
1668000098000,03,36,FL,"Wednesday, November 09, 2022 10:21:38"
1667929144000,15,26,CT,"Tuesday, November 08, 2022 02:39:04"
1667994742000,16,26,CF,"Wednesday, November 09, 2022 08:52:22"
1667929552000,29R,11L,BR,"Tuesday, November 08, 2022 02:45:52"
1667995150000,16,13,CF,"Wednesday, November 09, 2022 08:59:10"
1668000901000,34,16,CF,"Wednesday, November 09, 2022 10:35:01"
1667930198000,11,36,PA,"Tuesday, November 08, 2022 02:56:38"
1668011872000,28,17,SV,"Wednesday, November 09, 2022 01:37:52"
1668002346000,17,28,SV,"Wednesday, November 09, 2022 10:59:06"
1668002425000,14,32,FL,"Wednesday, November 09, 2022 11:00:25"
1668002435000,17R,02,SP,"Wednesday, November 09, 2022 11:00:35"
1668002774000,28,17,SV,"Wednesday, November 09, 2022 11:06:14"
1668003147000,18,12,RF,"Wednesday, November 09, 2022 11:12:27"
1668003343000,17R,12,SP,"Wednesday, November 09, 2022 11:15:43"
1667996590000,33,15,KP,"Wednesday, November 09, 2022 09:23:10"
1667996663000,15,08,CT,"Wednesday, November 09, 2022 09:24:23"
1667998168000,33,15,CT,"Wednesday, November 09, 2022 09:49:28"
1667998818000,03,25,FL,"Wednesday, November 09, 2022 10:00:18"
1668003845000,17R,16,SP,"Wednesday, November 09, 2022 11:24:05"
1668012557000,21,14,FL,"Wednesday, November 09, 2022 01:49:17"
1668003963000,29L,11L,BR,"Wednesday, November 09, 2022 11:26:03"
1668004116000,21,14,FL,"Wednesday, November 09, 2022 11:28:36"
1668004264000,17,28,SV,"Wednesday, November 09, 2022 11:31:04"
1668004342000,11L,29L,BR,"Wednesday, November 09, 2022 11:32:22"
1668004352000,29R,11L,BR,"Wednesday, November 09, 2022 11:32:32"
1667999485000,32,23,FL,"Wednesday, November 09, 2022 10:11:25"
1668012835000,03,21,FL,"Wednesday, November 09, 2022 01:53:55"
1668013395000,17R,35L,SP,"Wednesday, November 09, 2022 02:03:15"
1668004651000,18,15,RF,"Wednesday, November 09, 2022 11:37:31"
1668004978000,14,21,FL,"Wednesday, November 09, 2022 11:42:58"
1668005173000,33,08,CT,"Wednesday, November 09, 2022 11:46:13"
1668013716000,29R,24,BR,"Wednesday, November 09, 2022 02:08:36"
1668005622000,20L,02R,RJ,"Wednesday, November 09, 2022 11:53:42"
1668005622000,28L,10R,GR,"Wednesday, November 09, 2022 11:53:42"
1668014012000,17,28,SV,"Wednesday, November 09, 2022 02:13:32"
1668027035000,16,27,CF,"Wednesday, November 09, 2022 05:50:35"
1668006177000,18,12,RF,"Wednesday, November 09, 2022 12:02:57"
1668027511000,10,17,SV,"Wednesday, November 09, 2022 05:58:31"
1668014058000,33,08,CT,"Wednesday, November 09, 2022 02:14:18"
1668027604000,16,34,CF,"Wednesday, November 09, 2022 06:00:04"
1668006479000,35L,17R,SP,"Wednesday, November 09, 2022 12:07:59"
1668014070000,14,03,FL,"Wednesday, November 09, 2022 02:14:30"
1668027891000,15,33,KP,"Wednesday, November 09, 2022 06:04:51"
1668028137000,21,14,FL,"Wednesday, November 09, 2022 06:08:57"
1668014238000,28,17,SV,"Wednesday, November 09, 2022 02:17:18"
1668029794000,10R,28L,GR,"Wednesday, November 09, 2022 06:36:34"
1668007232000,14,07,FL,"Wednesday, November 09, 2022 12:20:32"
1668030157000,17,10,SV,"Wednesday, November 09, 2022 06:42:37"
1668014413000,17,28,SV,"Wednesday, November 09, 2022 02:20:13"
1668030383000,10,17,SV,"Wednesday, November 09, 2022 06:46:23"
1668030395000,17R,12,SP,"Wednesday, November 09, 2022 06:46:35"
1668030803000,14,21,FL,"Wednesday, November 09, 2022 06:53:23"
1668007606000,28,17,SV,"Wednesday, November 09, 2022 12:26:46"
1668031240000,15,21,GL,"Wednesday, November 09, 2022 07:00:40"
1668014694000,34,09,CF,"Wednesday, November 09, 2022 02:24:54"
1668015188000,10,17,SV,"Wednesday, November 09, 2022 02:33:08"
1668033362000,11R,29R,BR,"Wednesday, November 09, 2022 07:36:02"
1668033381000,15,33,KP,"Wednesday, November 09, 2022 07:36:21"
1668035518000,21,14,FL,"Wednesday, November 09, 2022 08:11:58"
1668009062000,15,08,GL,"Wednesday, November 09, 2022 12:51:02"
1668009787000,20L,21,RJ,"Wednesday, November 09, 2022 01:03:07"
1668010189000,14,23,FL,"Wednesday, November 09, 2022 01:09:49"
1668036277000,21,07,FL,"Wednesday, November 09, 2022 08:24:37"
1668037703000,14,21,FL,"Wednesday, November 09, 2022 08:48:23"
1668040976000,29R,11L,BR,"Wednesday, November 09, 2022 09:42:56"
1668015531000,33,08,CT,"Wednesday, November 09, 2022 02:38:51"
1668042253000,17L,19,SP,"Wednesday, November 09, 2022 10:04:13"
1668011368000,17,28,SV,"Wednesday, November 09, 2022 01:29:28"
1668044258000,02R,20L,RJ,"Wednesday, November 09, 2022 10:37:38"
1668044619000,20L,02R,RJ,"Wednesday, November 09, 2022 10:43:39"
1668044906000,02R,20L,RJ,"Wednesday, November 09, 2022 10:48:26"
1668015794000,33,26,CT,"Wednesday, November 09, 2022 02:43:14"
1668016118000,17,10,SV,"Wednesday, November 09, 2022 02:48:38"
1668051583000,17,10,SV,"Thursday, November 10, 2022 12:39:43"
1668064072000,32,14,FL,"Thursday, November 10, 2022 04:07:52"
1668016276000,15,08,GL,"Wednesday, November 09, 2022 02:51:16"
1668071456000,20L,02R,RJ,"Thursday, November 10, 2022 06:10:56"
1668074196000,02R,20L,RJ,"Thursday, November 10, 2022 06:56:36"
1668017711000,10,17,SV,"Wednesday, November 09, 2022 03:15:11"
1668075743000,20L,02R,RJ,"Thursday, November 10, 2022 07:22:23"
1668076489000,10,17,SV,"Thursday, November 10, 2022 07:34:49"
1668076923000,15,08,CT,"Thursday, November 10, 2022 07:42:03"
1668077148000,18,14,RF,"Thursday, November 10, 2022 07:45:48"
1668077177000,17,10,SV,"Thursday, November 10, 2022 07:46:17"
1668083099000,15,10,KP,"Thursday, November 10, 2022 09:24:59"
1668083175000,34,16,CF,"Thursday, November 10, 2022 09:26:15"
1668077318000,33,15,CT,"Thursday, November 10, 2022 07:48:38"
1668017795000,17,10,SV,"Wednesday, November 09, 2022 03:16:35"
1668077946000,10,17,SV,"Thursday, November 10, 2022 07:59:06"
1668018376000,15,33,CT,"Wednesday, November 09, 2022 03:26:16"
1668078217000,15,08,GL,"Thursday, November 10, 2022 08:03:37"
1668084670000,17,10,SV,"Thursday, November 10, 2022 09:51:10"
1668084979000,10,17,SV,"Thursday, November 10, 2022 09:56:19"
1668085142000,17,10,SV,"Thursday, November 10, 2022 09:59:02"
1668085506000,03,25,FL,"Thursday, November 10, 2022 10:05:06"
1668019841000,10,17,SV,"Wednesday, November 09, 2022 03:50:41"
1668086180000,11,23,PA,"Thursday, November 10, 2022 10:16:20"
1668086348000,11R,29L,BR,"Thursday, November 10, 2022 10:19:08"
1668086387000,32,03,FL,"Thursday, November 10, 2022 10:19:47"
1668086450000,15,35,KP,"Thursday, November 10, 2022 10:20:50"
1668086518000,10,17,SV,"Thursday, November 10, 2022 10:21:58"
1668080863000,15,08,GL,"Thursday, November 10, 2022 08:47:43"
1668081123000,11,07,PA,"Thursday, November 10, 2022 08:52:03"
1668082332000,11,06,PA,"Thursday, November 10, 2022 09:12:12"
1668082381000,03,32,FL,"Thursday, November 10, 2022 09:13:01"
1668082496000,11,07,PA,"Thursday, November 10, 2022 09:14:56"
1668086842000,11,13,PA,"Thursday, November 10, 2022 10:27:22"
1668019986000,14,23,FL,"Wednesday, November 09, 2022 03:53:06"
1668020961000,03,14,FL,"Wednesday, November 09, 2022 04:09:21"
1668021308000,21,03,FL,"Wednesday, November 09, 2022 04:15:08"
1668087983000,11,21,PA,"Thursday, November 10, 2022 10:46:23"
1668088457000,17,10,SV,"Thursday, November 10, 2022 10:54:17"
1668088683000,14,32,FL,"Thursday, November 10, 2022 10:58:03"
1668088708000,33,15,KP,"Thursday, November 10, 2022 10:58:28"
1668089409000,21,14,FL,"Thursday, November 10, 2022 11:10:09"
1668021549000,14,21,FL,"Wednesday, November 09, 2022 04:19:09"
1668090006000,10,17,SV,"Thursday, November 10, 2022 11:20:06"
1668090136000,33,15,KP,"Thursday, November 10, 2022 11:22:16"
1668094487000,17L,36,SP,"Thursday, November 10, 2022 12:34:47"
1668094641000,17,10,SV,"Thursday, November 10, 2022 12:37:21"
1668094911000,14,21,FL,"Thursday, November 10, 2022 12:41:51"
1668090236000,17,10,SV,"Thursday, November 10, 2022 11:23:56"
1668090463000,10,18,SV,"Thursday, November 10, 2022 11:27:43"
1668022390000,11,18,CT,"Wednesday, November 09, 2022 04:33:10"
1668090775000,10,17,SV,"Thursday, November 10, 2022 11:32:55"
1668090839000,18,10,RF,"Thursday, November 10, 2022 11:33:59"
1668090962000,17,10,SV,"Thursday, November 10, 2022 11:36:02"
1668091204000,14,21,FL,"Thursday, November 10, 2022 11:40:04"
1668091580000,10,17,SV,"Thursday, November 10, 2022 11:46:20"
1668095191000,21,14,FL,"Thursday, November 10, 2022 12:46:31"
1668095264000,10,17,SV,"Thursday, November 10, 2022 12:47:44"
1668091779000,17,10,SV,"Thursday, November 10, 2022 11:49:39"
1668023243000,21,14,FL,"Wednesday, November 09, 2022 04:47:23"
1668096486000,14,21,FL,"Thursday, November 10, 2022 01:08:06"
1668096812000,28L,10R,GR,"Thursday, November 10, 2022 01:13:32"
1668096917000,21,14,FL,"Thursday, November 10, 2022 01:15:17"
1668093254000,18,05,RF,"Thursday, November 10, 2022 12:14:14"
1668093276000,10,17,SV,"Thursday, November 10, 2022 12:14:36"
1668097228000,14,21,FL,"Thursday, November 10, 2022 01:20:28"
1668023560000,17,10,SV,"Wednesday, November 09, 2022 04:52:40"
1668098223000,17,10,SV,"Thursday, November 10, 2022 01:37:03"
1668098265000,33,08,CT,"Thursday, November 10, 2022 01:37:45"
1668098375000,10,17,SV,"Thursday, November 10, 2022 01:39:35"
1668093809000,21,14,FL,"Thursday, November 10, 2022 12:23:29"
1668094135000,20L,21,RJ,"Thursday, November 10, 2022 12:28:55"
1668098804000,17,10,SV,"Thursday, November 10, 2022 01:46:44"
1668024580000,20L,08,RJ,"Wednesday, November 09, 2022 05:09:40"
1668098883000,18,21,RF,"Thursday, November 10, 2022 01:48:03"
1668098937000,10,17,SV,"Thursday, November 10, 2022 01:48:57"
1668025189000,10,17,SV,"Wednesday, November 09, 2022 05:19:49"
1668101340000,21,14,FL,"Thursday, November 10, 2022 02:29:00"
1668109156000,11,15,CT,"Thursday, November 10, 2022 04:39:16"
1668109229000,15,11,CT,"Thursday, November 10, 2022 04:40:29"
1668102069000,14,21,FL,"Thursday, November 10, 2022 02:41:09"
1668025552000,15,20L,GL,"Wednesday, November 09, 2022 05:25:52"
1668102162000,17,10,SV,"Thursday, November 10, 2022 02:42:42"
1668109360000,17R,18,SP,"Thursday, November 10, 2022 04:42:40"
1668109434000,21,14,FL,"Thursday, November 10, 2022 04:43:54"
1668109685000,28L,16,GR,"Thursday, November 10, 2022 04:48:05"
1668102498000,15,33,CT,"Thursday, November 10, 2022 02:48:18"
1668102575000,10,17,SV,"Thursday, November 10, 2022 02:49:35"
1668025560000,17,10,SV,"Wednesday, November 09, 2022 05:26:00"
1668109886000,15,33,KP,"Thursday, November 10, 2022 04:51:26"
1668109993000,17,10,SV,"Thursday, November 10, 2022 04:53:13"
1668025619000,20L,15,RJ,"Wednesday, November 09, 2022 05:26:59"
1668103910000,21,14,FL,"Thursday, November 10, 2022 03:11:50"
1668025830000,18,15,RF,"Wednesday, November 09, 2022 05:30:30"
1668104409000,17,10,SV,"Thursday, November 10, 2022 03:20:09"
1668143021000,17,10,SV,"Friday, November 11, 2022 02:03:41"
1668105023000,14,07,FL,"Thursday, November 10, 2022 03:30:23"
1668105207000,33,16,KP,"Thursday, November 10, 2022 03:33:27"
1668111313000,15,08,CT,"Thursday, November 10, 2022 05:15:13"
1668111917000,14,21,FL,"Thursday, November 10, 2022 05:25:17"
1668112197000,10,17,SV,"Thursday, November 10, 2022 05:29:57"
1668145971000,15,33,GL,"Friday, November 11, 2022 02:52:51"
1668112613000,17,10,SV,"Thursday, November 10, 2022 05:36:53"
1668112648000,15,08,GL,"Thursday, November 10, 2022 05:37:28"
1668112674000,29L,11L,BR,"Thursday, November 10, 2022 05:37:54"
1668112729000,10,17,SV,"Thursday, November 10, 2022 05:38:49"
1668106643000,10,17,SV,"Thursday, November 10, 2022 03:57:23"
1668106734000,14,21,FL,"Thursday, November 10, 2022 03:58:54"
1668106954000,20L,21,RJ,"Thursday, November 10, 2022 04:02:34"
1668154239000,32,14,FL,"Friday, November 11, 2022 05:10:39"
1668113694000,11,30,PA,"Thursday, November 10, 2022 05:54:54"
1668157289000,10,17,SV,"Friday, November 11, 2022 06:01:29"
1668157812000,18,16,RF,"Friday, November 11, 2022 06:10:12"
1668114123000,15,08,GL,"Thursday, November 10, 2022 06:02:03"
1668114257000,21,14,FL,"Thursday, November 10, 2022 06:04:17"
1668158018000,02R,20L,RJ,"Friday, November 11, 2022 06:13:38"
1668114654000,11,12,PA,"Thursday, November 10, 2022 06:10:54"
1668158307000,15,18,KP,"Friday, November 11, 2022 06:18:27"
1668158545000,15,08,GL,"Friday, November 11, 2022 06:22:25"
1668115135000,17L,21,SP,"Thursday, November 10, 2022 06:18:55"
1668162334000,15,08,GL,"Friday, November 11, 2022 07:25:34"
1668116013000,14,21,FL,"Thursday, November 10, 2022 06:33:33"
1668116235000,21,14,FL,"Thursday, November 10, 2022 06:37:15"
1668116518000,14,21,FL,"Thursday, November 10, 2022 06:41:58"
1668116983000,15,21,GL,"Thursday, November 10, 2022 06:49:43"
1668117006000,21,14,FL,"Thursday, November 10, 2022 06:50:06"
1668117827000,14,21,FL,"Thursday, November 10, 2022 07:03:47"
1668173271000,15,08,GL,"Friday, November 11, 2022 10:27:51"
1668173402000,10,17,SV,"Friday, November 11, 2022 10:30:02"
1668119303000,16,34,CF,"Thursday, November 10, 2022 07:28:23"
1668173505000,32,21,FL,"Friday, November 11, 2022 10:31:45"
1668162728000,15,08,GL,"Friday, November 11, 2022 07:32:08"
1668120335000,10R,28L,GR,"Thursday, November 10, 2022 07:45:35"
1668122845000,21,14,FL,"Thursday, November 10, 2022 08:27:25"
1668122954000,14,21,FL,"Thursday, November 10, 2022 08:29:14"
1668163755000,11,13,PA,"Friday, November 11, 2022 07:49:15"
1668125070000,17,10,SV,"Thursday, November 10, 2022 09:04:30"
1668126753000,10R,12,GR,"Thursday, November 10, 2022 09:32:33"
1668126871000,10,17,SV,"Thursday, November 10, 2022 09:34:31"
1668127435000,10R,12,GR,"Thursday, November 10, 2022 09:43:55"
1668127847000,29L,10,BR,"Thursday, November 10, 2022 09:50:47"
1668174060000,10,14,SV,"Friday, November 11, 2022 10:41:00"
1668174139000,17,10,SV,"Friday, November 11, 2022 10:42:19"
1668174678000,21,32,FL,"Friday, November 11, 2022 10:51:18"
1668174824000,18,16,RF,"Friday, November 11, 2022 10:53:44"
1668174892000,10,17,SV,"Friday, November 11, 2022 10:54:52"
1668129522000,17,29L,SV,"Thursday, November 10, 2022 10:18:42"
1668130547000,10,17,SV,"Thursday, November 10, 2022 10:35:47"
1668131494000,17,10,SV,"Thursday, November 10, 2022 10:51:34"
1668132342000,10,17,SV,"Thursday, November 10, 2022 11:05:42"
1668175159000,32,21,FL,"Friday, November 11, 2022 10:59:19"
1668163971000,17,10,SV,"Friday, November 11, 2022 07:52:51"
1668135709000,11R,29L,BR,"Friday, November 11, 2022 12:01:49"
1668138089000,33,15,GL,"Friday, November 11, 2022 12:41:29"
1668175631000,11L,02,BR,"Friday, November 11, 2022 11:07:11"
1668175725000,03,32,FL,"Friday, November 11, 2022 11:08:45"
1668164472000,10,17,SV,"Friday, November 11, 2022 08:01:12"
1668176096000,32,07,FL,"Friday, November 11, 2022 11:14:56"
1668176260000,32,03,FL,"Friday, November 11, 2022 11:17:40"
1668176433000,17R,12,SP,"Friday, November 11, 2022 11:20:33"
1668176701000,33,23,KP,"Friday, November 11, 2022 11:25:01"
1668164968000,02R,15,RJ,"Friday, November 11, 2022 08:09:28"
1668177040000,21,32,FL,"Friday, November 11, 2022 11:30:40"
1668177355000,18,21,RF,"Friday, November 11, 2022 11:35:55"
1668177387000,17,10,SV,"Friday, November 11, 2022 11:36:27"
1668177501000,10,17,SV,"Friday, November 11, 2022 11:38:21"
1668183662000,17,10,SV,"Friday, November 11, 2022 01:21:02"
1668183725000,32,07,FL,"Friday, November 11, 2022 01:22:05"
1668183842000,10,17,SV,"Friday, November 11, 2022 01:24:02"
1668177585000,17,10,SV,"Friday, November 11, 2022 11:39:45"
1668165073000,17,10,SV,"Friday, November 11, 2022 08:11:13"
1668184453000,18,09,RF,"Friday, November 11, 2022 01:34:13"
1668177899000,32,07,FL,"Friday, November 11, 2022 11:44:59"
1668165458000,10,17,SV,"Friday, November 11, 2022 08:17:38"
1668178121000,18,02,RF,"Friday, November 11, 2022 11:48:41"
1668178144000,20L,08,RJ,"Friday, November 11, 2022 11:49:04"
1668184604000,15,23,GL,"Friday, November 11, 2022 01:36:44"
1668184660000,03,32,FL,"Friday, November 11, 2022 01:37:40"
1668185115000,15,07,GL,"Friday, November 11, 2022 01:45:15"
1668166401000,17,10,SV,"Friday, November 11, 2022 08:33:21"
1668185333000,17,10,SV,"Friday, November 11, 2022 01:48:53"
1668185497000,10,17,SV,"Friday, November 11, 2022 01:51:37"
1668185548000,14,03,FL,"Friday, November 11, 2022 01:52:28"
1668178455000,33,34,KP,"Friday, November 11, 2022 11:54:15"
1668178890000,10,17,SV,"Friday, November 11, 2022 12:01:30"
1668179129000,17,10,SV,"Friday, November 11, 2022 12:05:29"
1668185596000,18,05,RF,"Friday, November 11, 2022 01:53:16"
1668179860000,10,17,SV,"Friday, November 11, 2022 12:17:40"
1668166472000,10,17,SV,"Friday, November 11, 2022 08:34:32"
1668186188000,17,10,SV,"Friday, November 11, 2022 02:03:08"
1668186390000,03,14,FL,"Friday, November 11, 2022 02:06:30"
1668166799000,17,10,SV,"Friday, November 11, 2022 08:39:59"
1668186522000,10,17,SV,"Friday, November 11, 2022 02:08:42"
1668186652000,20L,21,RJ,"Friday, November 11, 2022 02:10:52"
1668186678000,33,16,KP,"Friday, November 11, 2022 02:11:18"
1668187103000,34,13,CF,"Friday, November 11, 2022 02:18:23"
1668187320000,14,03,FL,"Friday, November 11, 2022 02:22:00"
1668188014000,18,15,RF,"Friday, November 11, 2022 02:33:34"
1668188988000,15,21,GL,"Friday, November 11, 2022 02:49:48"
1668189036000,03,14,FL,"Friday, November 11, 2022 02:50:36"
1668189124000,17,10,SV,"Friday, November 11, 2022 02:52:04"
1668189319000,14,03,FL,"Friday, November 11, 2022 02:55:19"
1668181379000,03,32,FL,"Friday, November 11, 2022 12:42:59"
1668182494000,17,10,SV,"Friday, November 11, 2022 01:01:34"
1668182499000,32,03,FL,"Friday, November 11, 2022 01:01:39"
1668182721000,10,17,SV,"Friday, November 11, 2022 01:05:21"
1668182929000,15,30,GL,"Friday, November 11, 2022 01:08:49"
1668183097000,29,11,PA,"Friday, November 11, 2022 01:11:37"
1668189762000,10,17,SV,"Friday, November 11, 2022 03:02:42"
1668189908000,17,10,SV,"Friday, November 11, 2022 03:05:08"
1668168074000,10,17,SV,"Friday, November 11, 2022 09:01:14"
1668193788000,15,21,GL,"Friday, November 11, 2022 04:09:48"
1668168796000,17,10,SV,"Friday, November 11, 2022 09:13:16"
1668194367000,17,10,SV,"Friday, November 11, 2022 04:19:27"
1668194715000,10,17,SV,"Friday, November 11, 2022 04:25:15"
1668195043000,15,17R,GL,"Friday, November 11, 2022 04:30:43"
1668191529000,03,14,FL,"Friday, November 11, 2022 03:32:09"
1668169652000,10,12,SV,"Friday, November 11, 2022 09:27:32"
1668192710000,32,03,FL,"Friday, November 11, 2022 03:51:50"
1668193205000,10,17,SV,"Friday, November 11, 2022 04:00:05"
1668193213000,21,32,FL,"Friday, November 11, 2022 04:00:13"
1668193388000,32,21,FL,"Friday, November 11, 2022 04:03:08"
1668195403000,17,10,SV,"Friday, November 11, 2022 04:36:43"
1668195582000,17,21,SV,"Friday, November 11, 2022 04:39:42"
1668195970000,03,32,FL,"Friday, November 11, 2022 04:46:10"
1668195972000,11,29,PA,"Friday, November 11, 2022 04:46:12"
1668196189000,29R,11L,BR,"Friday, November 11, 2022 04:49:49"
1668196313000,32,03,FL,"Friday, November 11, 2022 04:51:53"
1668169718000,34,16,CF,"Friday, November 11, 2022 09:28:38"
1668169950000,03,32,FL,"Friday, November 11, 2022 09:32:30"
1668196860000,10,17,SV,"Friday, November 11, 2022 05:01:00"
1668197201000,17,10,SV,"Friday, November 11, 2022 05:06:41"
1668169993000,02R,21,RJ,"Friday, November 11, 2022 09:33:13"
1668197488000,15,33,KP,"Friday, November 11, 2022 05:11:28"
1668197653000,10,17,SV,"Friday, November 11, 2022 05:14:13"
1668170149000,10,17,SV,"Friday, November 11, 2022 09:35:49"
1668197876000,17,10,SV,"Friday, November 11, 2022 05:17:56"
1668225438000,10,17,SV,"Saturday, November 12, 2022 12:57:18"
1668226238000,16,34,CF,"Saturday, November 12, 2022 01:10:38"
1668227267000,17,10,SV,"Saturday, November 12, 2022 01:27:47"
1668227952000,10,17,SV,"Saturday, November 12, 2022 01:39:12"
1668198256000,33,15,KP,"Friday, November 11, 2022 05:24:16"
1668198361000,15,33,KP,"Friday, November 11, 2022 05:26:01"
1668228354000,17,10,SV,"Saturday, November 12, 2022 01:45:54"
1668198628000,10,17,SV,"Friday, November 11, 2022 05:30:28"
1668229317000,10,17,SV,"Saturday, November 12, 2022 02:01:57"
1668229499000,17,10,SV,"Saturday, November 12, 2022 02:04:59"
1668170226000,18,16R,RF,"Friday, November 11, 2022 09:37:06"
1668232368000,18,10R,RF,"Saturday, November 12, 2022 02:52:48"
1668233335000,10R,18,GR,"Saturday, November 12, 2022 03:08:55"
1668234168000,15,33,GL,"Saturday, November 12, 2022 03:22:48"
1668198798000,17,10,SV,"Friday, November 11, 2022 05:33:18"
1668244318000,10,17,SV,"Saturday, November 12, 2022 06:11:58"
1668170400000,20L,02R,RJ,"Friday, November 11, 2022 09:40:00"
1668200090000,03,32,FL,"Friday, November 11, 2022 05:54:50"
1668200326000,16,34,CF,"Friday, November 11, 2022 05:58:46"
1668200384000,32,03,FL,"Friday, November 11, 2022 05:59:44"
1668200693000,21,32,FL,"Friday, November 11, 2022 06:04:53"
1668200856000,34,16,CF,"Friday, November 11, 2022 06:07:36"
1668200879000,16,34,CF,"Friday, November 11, 2022 06:07:59"
1668200881000,10,17,SV,"Friday, November 11, 2022 06:08:01"
1668201009000,32,21,FL,"Friday, November 11, 2022 06:10:09"
1668248657000,18,17R,RF,"Saturday, November 12, 2022 07:24:17"
1668248711000,17R,18,SP,"Saturday, November 12, 2022 07:25:11"
1668170771000,21,03,FL,"Friday, November 11, 2022 09:46:11"
1668171409000,33,15,KP,"Friday, November 11, 2022 09:56:49"
1668171955000,15,21,GL,"Friday, November 11, 2022 10:05:55"
1668252141000,33,15,KP,"Saturday, November 12, 2022 08:22:21"
1668253196000,33,15,CT,"Saturday, November 12, 2022 08:39:56"
1668253945000,32,07,FL,"Saturday, November 12, 2022 08:52:25"
1668254280000,33,16,KP,"Saturday, November 12, 2022 08:58:00"
1668254541000,10,15,SV,"Saturday, November 12, 2022 09:02:21"
1668254750000,33,16,KP,"Saturday, November 12, 2022 09:05:50"
1668255116000,16,33,CF,"Saturday, November 12, 2022 09:11:56"
1668255254000,28L,10R,GR,"Saturday, November 12, 2022 09:14:14"
1668202950000,11R,29R,BR,"Friday, November 11, 2022 06:42:30"
1668203964000,15,12,KP,"Friday, November 11, 2022 06:59:24"
1668204639000,17,10,SV,"Friday, November 11, 2022 07:10:39"
